region,country_code,menu_split_store_id,creation_date,mother_brand_store_id,store_segment,tags
SWE,ES,212690,2020-08-21,74161,Long Tail,Mexican
SWE,IT,275619,2021-03-02,267675,Long Tail,Italian
SWE,PL,239346,2020-11-21,239071,Long Tail,Vegan / Vegetarian
SWE,ES,241832,2020-11-27,103684,Long Tail,Mexican
EEMEA,UA,199815,2020-06-30,171440,Chain,Japanese
SWE,ES,209726,2020-08-07,96818,Long Tail,Pasta
SWE,IT,266208,2021-02-08,267224,Long Tail,Italian
SWE,ES,282829,2021-03-20,138624,Long Tail,Burger
EEMEA,RO,203052,2020-07-10,202622,Long Tail,Romanian
EEMEA,KZ,200065,2020-07-01,115468,Long Tail,-
SWE,ES,284837,2021-03-25,283169,Long Tail,Pizza
SWE,ES,305251,2021-05-13,305017,Long Tail,Food
SWE,PL,261185,2021-01-26,171102,Long Tail,Food
EEMEA,KZ,230909,2020-10-28,178174,Long Tail,Burger
SWE,IT,300377,2021-04-30,279080,Long Tail,Food
SWE,PL,237179,2020-11-17,237279,Long Tail,Italian
SWE,PT,242610,2020-11-27,241944,Long Tail,Food
SWE,PT,228428,2020-10-21,130908,Long Tail,Food
SWE,PT,292357,2021-04-14,137470,Long Tail,Food
EEMEA,BG,285692,2021-03-29,285700,Long Tail,Mexican
SWE,ES,308634,2021-05-21,287193,Long Tail,Food
SWE,IT,282614,2021-03-19,282630,Long Tail,Italian
SWE,ES,270888,2021-02-19,228549,Long Tail,Food
EEMEA,UA,212046,2020-08-20,212040,Long Tail,Pizza
EEMEA,RO,296697,2021-04-22,296016,Long Tail,-
SWE,ES,299788,2021-04-29,298947,Long Tail,Food
SWE,ES,287312,2021-03-31,280201,Long Tail,Chicken
SWE,IT,224172,2020-10-09,223841,Long Tail,Grill
SWE,ES,305734,2021-05-14,305435,Long Tail,Food
SWE,IT,282702,2021-03-19,282077,Long Tail,Italian
EEMEA,GE,213263,2020-08-25,162380,Long Tail,Italian
EEMEA,MA,224276,2020-10-09,217243,Long Tail,Pizza
SWE,ES,273543,2021-02-24,270848,Long Tail,Italian
SWE,IT,225528,2020-10-12,206653,Long Tail,Kebab
SWE,IT,199210,2020-06-26,190988,Long Tail,Poke
SWE,IT,292226,2021-04-14,58362,Long Tail,Food
SWE,IT,300296,2021-04-30,249811,Long Tail,Food
SWE,IT,273792,2021-02-25,264180,Long Tail,Pizza
EEMEA,CI,235920,2020-11-12,172952,Long Tail,Ivorian
SWE,ES,303446,2021-05-08,300836,Long Tail,Food
EEMEA,UA,306729,2021-05-18,306635,Long Tail,Groceries
SWE,ES,267911,2021-02-11,5198,Long Tail,Burger
SWE,ES,290940,2021-04-09,262556,Long Tail,Food
SWE,IT,283557,2021-03-23,284118,Long Tail,Food
SWE,IT,300280,2021-04-30,299931,Long Tail,Food
SWE,IT,285196,2021-03-26,199449,Long Tail,Food
SWE,PL,255147,2021-01-05,255113,Long Tail,Food
SWE,PL,237859,2020-11-18,100666,Long Tail,Burger
EEMEA,HR,266363,2021-02-08,213870,Long Tail,Sandwich
SWE,IT,274484,2021-02-26,261364,Long Tail,Pizza
SWE,PL,230607,2020-10-27,149294,Long Tail,Polish
SWE,PL,227710,2020-10-20,227689,Long Tail,Polish
EEMEA,UA,240568,2020-11-25,240530,Long Tail,Pizza
SWE,ES,213597,2020-08-26,147837,Long Tail,Healthy
SWE,ES,274783,2021-02-27,258525,Long Tail,Sweets
SWE,ES,276564,2021-03-04,276553,Long Tail,Sandwich
EEMEA,KG,272588,2021-02-24,272543,Long Tail,Sushi
EEMEA,RO,303639,2021-05-10,298499,Long Tail,Food
LATAM,AR,212258,2020-08-20,33375,Long Tail,Drinks
SWE,IT,298487,2021-04-27,298240,Long Tail,Food
SWE,ES,291068,2021-04-10,291058,Long Tail,Food
EEMEA,UA,305935,2021-05-15,259994,Long Tail,Food
EEMEA,CI,216766,2020-09-11,186432,Long Tail,Ivorian
SWE,PL,235523,2020-11-11,232830,Long Tail,Mexican
SWE,IT,303576,2021-05-09,303010,Long Tail,Qcommerce
SWE,IT,295081,2021-04-20,262658,Long Tail,Food
EEMEA,UA,239673,2020-11-23,94871,Long Tail,American
SWE,ES,312946,2021-05-29,282312,Long Tail,Food
SWE,ES,276535,2021-03-03,276183,Long Tail,Snacks
SWE,IT,280967,2021-03-16,11671,Long Tail,Pizza
SWE,IT,272222,2021-02-23,271710,Long Tail,Italian
SWE,ES,307889,2021-05-20,307407,Long Tail,Food
EEMEA,RO,209150,2020-08-06,197587,Long Tail,Food
SWE,IT,279273,2021-03-10,278631,Long Tail,Italian
SWE,PL,240448,2020-11-25,239887,Long Tail,American
SWE,IT,288695,2021-04-05,192429,Long Tail,Kebab
SWE,ES,300440,2021-04-30,271088,Long Tail,Food
SWE,PL,244302,2020-12-02,135224,Long Tail,Chinese
EEMEA,UA,247566,2020-12-11,213933,Long Tail,Qcommerce
SWE,PT,233183,2020-11-04,233139,Long Tail,Portuguese
SWE,IT,301610,2021-05-04,177344,Long Tail,Food
SWE,IT,229883,2020-10-26,160539,Long Tail,Burger
SWE,IT,274928,2021-03-01,274636,Long Tail,Burger
SWE,ES,287841,2021-04-01,265897,Long Tail,Pizza
SWE,PT,276979,2021-03-04,276975,Long Tail,Food
SWE,ES,300456,2021-04-30,221527,Long Tail,Food
SWE,IT,284215,2021-03-24,284139,Long Tail,Food
EEMEA,UA,240066,2020-11-24,128431,Long Tail,Pizza
SWE,ES,273468,2021-02-24,273279,Long Tail,American
SWE,IT,309088,2021-05-23,151427,Long Tail,Food
SWE,PT,228178,2020-10-21,93884,Long Tail,Food
SWE,IT,223464,2020-10-07,223432,Long Tail,Food
SWE,IT,292544,2021-04-14,292072,Long Tail,Food
SWE,ES,297563,2021-04-23,297027,Long Tail,Food
SWE,ES,307274,2021-05-19,88784,Long Tail,Food
SWE,IT,220786,2020-09-29,217490,Long Tail,Food
SWE,PL,241299,2020-11-26,100913,Long Tail,Vegan / Vegetarian
SWE,IT,301560,2021-05-04,300673,Long Tail,Food
SWE,IT,268276,2021-02-12,264610,Long Tail,Burger
EEMEA,CI,232558,2020-11-03,84080,Long Tail,French
SWE,IT,302428,2021-05-06,302115,Long Tail,Food
SWE,ES,308606,2021-05-21,307985,Long Tail,Food
EEMEA,UA,311217,2021-05-27,164478,Long Tail,Qcommerce
EEMEA,UA,240557,2020-11-25,152347,Long Tail,Pizza
SWE,PT,228375,2020-10-21,177907,Long Tail,Food
SWE,ES,281346,2021-03-16,281333,Long Tail,International
SWE,IT,301407,2021-05-04,278434,Long Tail,Food
SWE,IT,283066,2021-03-22,282861,Long Tail,Food
SWE,ES,286187,2021-03-29,279764,Long Tail,Pizza
SWE,ES,233043,2020-11-03,100499,Long Tail,Burger
SWE,IT,299407,2021-04-28,299256,Long Tail,Food
EEMEA,GE,274150,2021-02-26,225970,Long Tail,Mexican
SWE,ES,307192,2021-05-19,21379,Long Tail,Food
SWE,PT,304562,2021-05-12,304117,Long Tail,Food
EEMEA,MA,254568,2020-12-31,154643,Long Tail,-
SWE,PL,242878,2020-11-28,232460,Long Tail,Food
SWE,IT,244649,2020-12-03,106718,Long Tail,Food
SWE,PT,305632,2021-05-14,182607,Long Tail,Food
SWE,IT,293786,2021-04-16,290476,Long Tail,Food
SWE,ES,286585,2021-03-30,284663,Long Tail,Burger
SWE,IT,300766,2021-05-03,299847,Long Tail,Food
SWE,IT,295335,2021-04-20,295015,Long Tail,Food
SWE,IT,295964,2021-04-21,295792,Long Tail,Food
SWE,IT,272774,2021-02-24,254378,Long Tail,Burger
EEMEA,UA,279648,2021-03-11,279616,Long Tail,Food
SWE,IT,302141,2021-05-05,301990,Long Tail,Food
EEMEA,KE,269210,2021-02-16,225535,Long Tail,Pizza
EEMEA,RS,252715,2020-12-23,205502,Long Tail,-
SWE,PL,256143,2021-01-11,256060,Long Tail,Food
EEMEA,RO,287439,2021-04-01,287590,Long Tail,Food
SWE,IT,256538,2021-01-12,256438,Long Tail,Food
SWE,PL,313383,2021-05-31,104032,Long Tail,Food
SWE,PL,231952,2020-10-30,124406,Long Tail,Burger
SWE,IT,301248,2021-05-04,261125,Long Tail,Food
SWE,IT,274553,2021-02-26,274371,Long Tail,Burger
SWE,ES,274021,2021-02-25,273578,Long Tail,Pizza
SWE,ES,270172,2021-02-17,269990,Long Tail,Food
SWE,ES,300048,2021-04-29,299538,Long Tail,Food
SWE,ES,269983,2021-02-17,268097,Chain,Mexican
SWE,ES,274796,2021-02-27,274355,Long Tail,Pizza
SWE,IT,303552,2021-05-09,219291,Long Tail,Food
SWE,IT,244092,2020-12-02,243815,Long Tail,Burger
SWE,IT,274154,2021-02-26,145239,Long Tail,Pizza
SWE,ES,298831,2021-04-27,264872,Long Tail,Food
SWE,IT,307096,2021-05-19,306581,Long Tail,Food
SWE,ES,219726,2020-09-23,155750,Long Tail,Latin
SWE,PT,263899,2021-02-01,263780,Long Tail,Food
SWE,IT,296458,2021-04-22,241521,Long Tail,Food
EEMEA,UA,295052,2021-04-20,165204,Long Tail,Qcommerce
EEMEA,UA,294972,2021-04-20,164437,Long Tail,Qcommerce
EEMEA,RO,248408,2020-12-14,46193,Long Tail,Food
SWE,ES,310001,2021-05-25,260517,Long Tail,Food
SWE,PT,228395,2020-10-21,210517,Long Tail,Food
EEMEA,UA,291205,2021-04-12,164479,Long Tail,Qcommerce
SWE,IT,287910,2021-04-02,148976,Long Tail,Food
SWE,IT,302215,2021-05-05,302430,Long Tail,Food
EEMEA,RO,288116,2021-04-02,287688,Long Tail,Food
EEMEA,UA,240065,2020-11-24,128431,Long Tail,Chinese
SWE,IT,307657,2021-05-20,133449,Long Tail,Food
SWE,ES,313476,2021-05-31,38699,Long Tail,Food
SWE,IT,249943,2020-12-17,158003,Big Chain,Sweets
EEMEA,RO,228992,2020-10-23,205533,Long Tail,Pizza
EEMEA,UA,294982,2021-04-20,164462,Long Tail,Qcommerce
SWE,ES,278238,2021-03-08,277753,Long Tail,Burger
SWE,ES,275202,2021-03-01,7347,Long Tail,Kebab
SWE,PT,252822,2020-12-23,252331,Long Tail,Food
SWE,ES,219191,2020-09-21,218901,Long Tail,Italian
EEMEA,KZ,302407,2021-05-06,288505,Long Tail,Snacks
SWE,IT,260039,2021-01-22,258673,Long Tail,Sandwich
SWE,IT,294337,2021-04-19,294493,Long Tail,Food
EEMEA,KZ,230881,2020-10-28,229758,Long Tail,Pizza
SWE,IT,194831,2020-06-12,6207,Long Tail,-
SWE,ES,303959,2021-05-10,303085,Long Tail,Food
SWE,IT,302144,2021-05-05,227205,Long Tail,Food
SWE,IT,309554,2021-05-25,309077,Long Tail,Food
SWE,IT,289954,2021-04-08,289942,Long Tail,Food
SWE,ES,270003,2021-02-17,262547,Long Tail,Snacks
EEMEA,UG,269381,2021-02-16,268840,Long Tail,Italian
SWE,PT,228330,2020-10-21,219552,Long Tail,Food
SWE,ES,197284,2020-06-20,6819,Long Tail,Pizza
LATAM,AR,195723,2020-06-16,104871,Long Tail,-
SWE,IT,278019,2021-03-08,277941,Long Tail,Italian
SWE,ES,266352,2021-02-08,266345,Long Tail,-
SWE,ES,270612,2021-02-18,270601,Long Tail,Sushi
SWE,PT,228185,2020-10-21,124469,Long Tail,Food
SWE,IT,310878,2021-05-27,309829,Long Tail,Food
SWE,ES,257439,2021-01-15,257018,Long Tail,Italian
SWE,IT,279233,2021-03-10,279138,Long Tail,Japanese
SWE,IT,226905,2020-10-16,31710,Long Tail,Grill
SWE,PT,228278,2020-10-21,52942,Long Tail,Food
EEMEA,UA,295117,2021-04-20,260859,Long Tail,Qcommerce
EEMEA,UG,312461,2021-05-28,301779,Long Tail,Food
SWE,IT,229257,2020-10-23,159418,Long Tail,Food
SWE,ES,308590,2021-05-21,308040,Long Tail,Food
SWE,ES,207653,2020-07-31,177444,Long Tail,Burger
SWE,PL,299671,2021-04-29,157172,Long Tail,Food
SWE,IT,300244,2021-04-30,299836,Long Tail,Food
EEMEA,KZ,244611,2020-12-03,105036,Long Tail,International
LATAM,AR,205549,2020-07-22,64981,Long Tail,Italian
EEMEA,RO,299038,2021-04-28,299001,Long Tail,Food
SWE,IT,282472,2021-03-19,281679,Long Tail,Italian
SWE,PT,228314,2020-10-21,125129,Long Tail,Burger
LATAM,AR,191909,2020-06-02,20781,Long Tail,Burger
SWE,ES,269959,2021-02-17,268097,Long Tail,Chicken
EEMEA,UA,297240,2021-04-23,297155,Long Tail,Food
SWE,IT,249003,2020-12-15,116477,Long Tail,Drinks
EEMEA,RO,259499,2021-01-21,178591,Long Tail,Burger
SWE,IT,292860,2021-04-15,283661,Long Tail,Food
SWE,IT,265722,2021-02-05,265680,Long Tail,Italian
EEMEA,UA,311597,2021-05-27,164394,Long Tail,Qcommerce
SWE,ES,301153,2021-05-03,301108,Long Tail,Food
EEMEA,RO,203884,2020-07-15,153019,Long Tail,Burger
SWE,IT,249917,2020-12-17,247742,Long Tail,Sweets
SWE,PT,264783,2021-02-03,77680,Local Hero,Food
EEMEA,UG,286358,2021-03-30,286054,Long Tail,Food
EEMEA,UA,260735,2021-01-25,100669,Long Tail,Qcommerce
SWE,IT,292846,2021-04-15,169512,Long Tail,Food
EEMEA,UA,309897,2021-05-25,293160,Long Tail,Qcommerce
EEMEA,RO,269050,2021-02-15,257611,Long Tail,Pizza
SWE,PL,261269,2021-01-26,257481,Long Tail,Food
SWE,IT,300148,2021-04-30,299160,Long Tail,Food
SWE,IT,300842,2021-05-03,258002,Long Tail,Food
SWE,IT,283835,2021-03-23,235490,Long Tail,Food
SWE,PL,302835,2021-05-07,302835,Long Tail,Food
EEMEA,RO,252223,2020-12-22,241875,Long Tail,Grill
EEMEA,UA,311322,2021-05-27,216498,Local Hero,cookroom
SWE,ES,218858,2020-09-19,216939,Long Tail,Spanish
SWE,IT,291094,2021-04-12,290987,Long Tail,Food
SWE,IT,310780,2021-05-27,153572,Long Tail,Food
SWE,IT,205084,2020-07-20,205083,Long Tail,Food
SWE,IT,231915,2020-10-30,72089,Long Tail,Mexican
SWE,IT,309646,2021-05-25,306187,Big Chain,Food
EEMEA,MA,298844,2021-04-27,275060,Long Tail,Sweets
SWE,ES,231179,2020-10-28,231038,Long Tail,Pizza
SWE,PL,192810,2020-06-05,192509,Long Tail,Pizza
SWE,IT,225369,2020-10-11,165235,Long Tail,Pizza
SWE,PT,229333,2020-10-23,225484,Long Tail,Portuguese
SWE,IT,287003,2021-03-31,286758,Long Tail,Food
SWE,ES,293910,2021-04-16,293221,Long Tail,Food
EEMEA,MA,196145,2020-06-17,194955,Long Tail,Snacks
SWE,IT,299620,2021-04-29,299354,Long Tail,Food
SWE,ES,296203,2021-04-21,296159,Long Tail,Food
SWE,ES,270593,2021-02-18,258100,Long Tail,Pizza
SWE,IT,259749,2021-01-21,9056,Long Tail,Italian
SWE,ES,277243,2021-03-04,277239,Long Tail,Pizza
EEMEA,UA,282817,2021-03-20,282798,Long Tail,Food
SWE,ES,302339,2021-05-05,288432,Long Tail,Food
SWE,IT,281234,2021-03-16,281202,Long Tail,Sweets
SWE,PL,230970,2020-10-28,230908,Long Tail,Indian
EEMEA,KZ,194457,2020-06-11,185037,Long Tail,Kazakh
SWE,IT,269655,2021-02-16,235175,Long Tail,Italian
SWE,IT,304911,2021-05-12,215307,Long Tail,Food
SWE,ES,303500,2021-05-08,303116,Long Tail,Food
SWE,ES,219213,2020-09-22,218774,Long Tail,Pizza
EEMEA,KE,272739,2021-02-24,152463,Long Tail,Grill
SWE,IT,228677,2020-10-22,189140,Long Tail,Food
SWE,ES,290396,2021-04-08,290386,Long Tail,Food
SWE,PT,228366,2020-10-21,213544,Long Tail,Food
SWE,IT,312297,2021-05-28,231186,Long Tail,Food
SWE,IT,266762,2021-02-09,74364,Long Tail,Italian
SWE,PL,267644,2021-02-11,238435,Long Tail,Food
EEMEA,HR,240805,2020-11-25,203756,Long Tail,-
SWE,IT,313263,2021-05-31,293982,Long Tail,Food
EEMEA,KZ,231713,2020-10-30,202517,Long Tail,Turkish
SWE,ES,246971,2020-12-10,207202,Long Tail,Mexican
SWE,IT,295271,2021-04-20,148043,Long Tail,Food
EEMEA,UA,232924,2020-11-03,157421,Chain,Pizza
SWE,IT,275649,2021-03-02,76633,Long Tail,Food
SWE,IT,234063,2020-11-06,233712,Long Tail,Sandwich
EEMEA,KZ,302979,2021-05-07,270330,Long Tail,Pizza
EEMEA,CI,225921,2020-10-13,210904,Chain,Snacks
SWE,PT,228163,2020-10-21,149907,Long Tail,Thai
SWE,PL,300393,2021-04-30,297903,Long Tail,Food
EEMEA,UA,249980,2020-12-17,208311,Long Tail,Qcommerce
EEMEA,MD,269332,2021-02-16,247611,Long Tail,Sushi
SWE,PL,242872,2020-11-28,211169,Long Tail,Food
SWE,PL,285989,2021-03-29,285714,Long Tail,Food
SWE,PT,235385,2020-11-10,237919,Long Tail,Burger
SWE,ES,304357,2021-05-11,301704,Long Tail,Food
SWE,ES,310853,2021-05-27,310477,Long Tail,Food
SWE,ES,309954,2021-05-25,181551,Long Tail,Food
EEMEA,RO,208553,2020-08-05,171207,Long Tail,Sandwich
EEMEA,MA,291822,2021-04-13,253679,Long Tail,Healthy
SWE,IT,228847,2020-10-22,127511,Long Tail,Qcommerce
EEMEA,UA,311323,2021-05-27,311802,Local Hero,cookroom
SWE,IT,222162,2020-10-02,217851,Long Tail,Italian
SWE,IT,299426,2021-04-28,299398,Long Tail,Food
SWE,ES,298969,2021-04-27,298960,Long Tail,Food
EEMEA,KE,277578,2021-03-05,277392,Long Tail,Food
EEMEA,GE,280932,2021-03-16,165294,Big Chain,Chicken
SWE,ES,287144,2021-03-31,5989,Long Tail,Chicken
SWE,IT,302191,2021-05-05,198350,Long Tail,Food
SWE,PL,254526,2020-12-31,254488,Long Tail,Food
SWE,IT,280937,2021-03-16,280681,Long Tail,Italian
SWE,IT,309147,2021-05-24,15541,Long Tail,Food
EEMEA,MA,260787,2021-01-25,260639,Long Tail,Sweets
SWE,ES,303123,2021-05-07,16279,Long Tail,Food
SWE,PT,255529,2021-01-07,255525,Local Hero,Food
SWE,ES,306446,2021-05-17,295953,Long Tail,Food
EEMEA,RO,284658,2021-03-25,273433,Long Tail,Food
SWE,PT,228401,2020-10-21,201872,Long Tail,Healthy
SWE,IT,301800,2021-05-05,265381,Long Tail,Food
SWE,PL,303754,2021-05-10,119023,Long Tail,Food
SWE,IT,225441,2020-10-12,224899,Long Tail,Kebab
SWE,ES,210096,2020-08-11,204735,Long Tail,Chicken
EEMEA,UA,311289,2021-05-27,185356,Long Tail,Qcommerce
SWE,ES,292297,2021-04-14,292026,Long Tail,Food
SWE,IT,226047,2020-10-14,78918,Long Tail,Food
SWE,ES,247962,2020-12-11,246911,Long Tail,Sandwich
EEMEA,MA,239710,2020-11-23,239754,Long Tail,Sweets
EEMEA,MA,258727,2021-01-20,67713,Long Tail,Sweets
SWE,ES,301731,2021-05-04,245700,Long Tail,Food
EEMEA,UA,290513,2021-04-09,230965,Long Tail,Groceries
SWE,IT,305076,2021-05-13,141656,Long Tail,Food
EEMEA,UA,311732,2021-05-27,45482,Long Tail,Qcommerce
SWE,ES,286666,2021-03-30,285406,Long Tail,Sandwich
SWE,IT,300289,2021-04-30,268709,Long Tail,Food
SWE,ES,243955,2020-12-01,73447,Long Tail,-
SWE,ES,298365,2021-04-26,264872,Long Tail,Food
SWE,PL,279521,2021-03-11,127317,Long Tail,Food
SWE,ES,304320,2021-05-11,278892,Long Tail,Food
SWE,IT,193794,2020-06-09,100151,Long Tail,Mexican
SWE,IT,244012,2020-12-02,243849,Long Tail,Burger
SWE,IT,215135,2020-09-03,101530,Long Tail,Ice Cream
EEMEA,HR,240816,2020-11-25,89945,Local Hero,Sweets
SWE,IT,291116,2021-04-12,144922,Long Tail,Food
SWE,IT,276754,2021-03-04,85892,Long Tail,Pizza
SWE,IT,294547,2021-04-19,294577,Long Tail,Food
EEMEA,RO,307749,2021-05-20,307497,Long Tail,Food
SWE,IT,235132,2020-11-10,185085,Long Tail,Japanese
SWE,ES,280364,2021-03-13,265433,Long Tail,Spanish
SWE,PT,283622,2021-03-23,165857,Long Tail,Food
SWE,PL,237080,2020-11-16,161425,Long Tail,Vegan / Vegetarian
SWE,IT,243122,2020-11-29,161444,Long Tail,Food
SWE,IT,262346,2021-01-28,261576,Long Tail,Italian
SWE,PL,240453,2020-11-25,189994,Long Tail,Italian
SWE,PL,245260,2020-12-04,192569,Long Tail,Polish
EEMEA,UA,249939,2020-12-17,215555,Long Tail,Qcommerce
SWE,ES,232484,2020-11-02,231617,Long Tail,Sandwich
EEMEA,UA,238276,2020-11-19,190489,Long Tail,Qcommerce
SWE,PL,251234,2020-12-18,122108,Long Tail,Food
EEMEA,UA,300209,2021-04-30,300634,Long Tail,Food
EEMEA,KZ,229700,2020-10-25,102742,Long Tail,Kazakh
SWE,IT,301472,2021-05-04,282130,Long Tail,Food
SWE,IT,302860,2021-05-07,138161,Long Tail,Food
LATAM,PE,212547,2020-08-21,28663,Long Tail,Peruvian
SWE,PL,211191,2020-08-17,211175,Long Tail,Food
SWE,ES,299344,2021-04-28,298417,Long Tail,Food
SWE,ES,307977,2021-05-20,307447,Long Tail,Food
SWE,IT,303014,2021-05-07,302985,Long Tail,Food
SWE,ES,270578,2021-02-18,239052,Long Tail,Pizza
SWE,ES,258636,2021-01-19,256336,Long Tail,American
EEMEA,UA,295116,2021-04-20,165203,Long Tail,Qcommerce
SWE,ES,310396,2021-05-26,160204,Long Tail,Food
EEMEA,CI,197945,2020-06-23,84153,Long Tail,Healthy
EEMEA,RO,269221,2021-02-16,198879,Long Tail,Drinks
SWE,ES,307173,2021-05-19,306390,Long Tail,Food
SWE,ES,306922,2021-05-18,264507,Long Tail,Food
SWE,ES,303493,2021-05-08,257681,Long Tail,Food
SWE,IT,280634,2021-03-15,265324,Long Tail,Pizza
SWE,ES,280351,2021-03-13,244258,Long Tail,Latin
SWE,PL,310641,2021-05-27,310175,Long Tail,Food
SWE,IT,292811,2021-04-15,292992,Long Tail,Food
SWE,ES,302585,2021-05-06,301190,Long Tail,Food
SWE,IT,249428,2020-12-16,248707,Long Tail,Food
SWE,IT,288359,2021-04-02,288279,Long Tail,Food
SWE,IT,300739,2021-05-03,282130,Long Tail,Food
SWE,ES,243989,2020-12-02,74159,Long Tail,Chicken
SWE,ES,299378,2021-04-28,258209,Long Tail,Food
EEMEA,RO,248258,2020-12-14,137191,Long Tail,Food
EEMEA,GE,237313,2020-11-17,111277,Long Tail,Food
SWE,IT,305390,2021-05-13,304886,Long Tail,Food
SWE,IT,308617,2021-05-21,308200,Long Tail,Food
EEMEA,UA,291202,2021-04-12,164538,Long Tail,Qcommerce
SWE,IT,285520,2021-03-27,218571,Long Tail,Food
SWE,PT,277131,2021-03-04,189845,Long Tail,Mexican
EEMEA,UA,247211,2020-12-10,191649,Long Tail,Qcommerce
EEMEA,GE,241216,2020-11-26,162380,Long Tail,Shawarma
SWE,ES,305455,2021-05-13,86052,Long Tail,Food
EEMEA,MA,293856,2021-04-16,272723,Long Tail,Qcommerce
SWE,PL,210709,2020-08-13,97577,Long Tail,Food
EEMEA,KE,299026,2021-04-28,283531,Long Tail,Food
SWE,ES,218747,2020-09-19,51090,Long Tail,Sandwich
SWE,IT,272608,2021-02-24,170653,Long Tail,-
EEMEA,RO,292447,2021-04-14,288204,Long Tail,Grill
SWE,ES,223814,2020-10-08,223652,Long Tail,Burger
EEMEA,CI,218244,2020-09-17,106366,Local Hero,Snacks
SWE,IT,225844,2020-10-13,225726,Long Tail,Sweets
SWE,IT,305092,2021-05-13,305061,Long Tail,Food
EEMEA,UA,230978,2020-10-28,82737,Long Tail,Burger
SWE,ES,222179,2020-10-02,44307,Long Tail,American
SWE,ES,300488,2021-04-30,300433,Long Tail,Food
SWE,ES,218369,2020-09-17,217354,Long Tail,Indian
SWE,IT,215427,2020-09-04,8700,Long Tail,Japanese
SWE,ES,270033,2021-02-17,261036,Long Tail,Snacks
SWE,ES,261512,2021-01-26,225901,Long Tail,Burger
SWE,PL,253309,2020-12-24,253227,Long Tail,Food
SWE,IT,261313,2021-01-26,261234,Long Tail,Food
EEMEA,UA,295026,2021-04-20,165201,Long Tail,Qcommerce
SWE,PT,268938,2021-02-15,302019,Long Tail,Food
SWE,ES,290942,2021-04-09,290432,Long Tail,Food
SWE,PT,252568,2020-12-22,29248,Long Tail,Food
SWE,IT,288822,2021-04-05,287954,Long Tail,Food
SWE,IT,245073,2020-12-04,244645,Long Tail,Sweets
SWE,ES,213607,2020-08-26,166703,Long Tail,Healthy
SWE,IT,287212,2021-03-31,260833,Long Tail,Food
SWE,IT,218517,2020-09-18,218507,Long Tail,Italian
EEMEA,MA,286646,2021-03-30,286619,Long Tail,Sandwich
SWE,IT,291104,2021-04-12,291176,Long Tail,Food
SWE,ES,309885,2021-05-25,309866,Long Tail,Food
SWE,ES,220473,2020-09-26,219697,Long Tail,Burger
SWE,ES,279332,2021-03-10,178398,Long Tail,Poke
SWE,PL,228744,2020-10-22,228675,Long Tail,Italian
SWE,IT,257494,2021-01-15,257197,Long Tail,Burger
EEMEA,MA,217403,2020-09-15,135092,Long Tail,Tacos
EEMEA,MA,224465,2020-10-09,151405,Long Tail,Sandwich
EEMEA,UA,239820,2020-11-23,239282,Long Tail,Pizza
EEMEA,UA,295152,2021-04-20,164426,Long Tail,Qcommerce
SWE,ES,264510,2021-02-02,264040,Long Tail,Pizza
SWE,IT,283976,2021-03-24,281207,Long Tail,Chinese
SWE,PL,237195,2020-11-17,113127,Long Tail,Pizza
SWE,PL,230296,2020-10-27,92461,Long Tail,Pizza
EEMEA,RO,301497,2021-05-04,299000,Long Tail,Food
SWE,ES,270827,2021-02-19,270641,Long Tail,Pizza
SWE,IT,292306,2021-04-14,292236,Long Tail,Food
SWE,PL,227949,2020-10-21,137409,Long Tail,Mexican
EEMEA,CI,213465,2020-08-26,111287,Long Tail,Ivorian
SWE,IT,231391,2020-10-29,198806,Long Tail,Japanese
SWE,ES,310277,2021-05-26,309812,Long Tail,Food
EEMEA,RO,256411,2021-01-12,189697,Long Tail,Food
SWE,IT,282358,2021-03-19,281970,Long Tail,Italian
SWE,IT,300798,2021-05-03,300478,Long Tail,Food
EEMEA,MA,253856,2020-12-28,153022,Long Tail,International
EEMEA,RO,289808,2021-04-07,289778,Long Tail,Food
SWE,IT,267220,2021-02-10,267036,Long Tail,Mexican
SWE,IT,291932,2021-04-13,247640,Long Tail,Food
SWE,ES,307762,2021-05-20,307456,Long Tail,Food
SWE,PL,303725,2021-05-10,109785,Long Tail,Food
SWE,PT,228348,2020-10-21,100903,Long Tail,Food
SWE,PT,228783,2020-10-22,228774,Long Tail,Japanese
EEMEA,UA,312094,2021-05-27,216498,Local Hero,Ukrainian
SWE,ES,221031,2020-09-29,29122,Long Tail,Poke
SWE,ES,205678,2020-07-22,85760,Long Tail,Italian
SWE,ES,304901,2021-05-12,283855,Long Tail,Food
EEMEA,KE,258739,2021-01-20,231566,Long Tail,-
SWE,ES,220056,2020-09-24,219123,Long Tail,Ecuadorian
EEMEA,GE,236474,2020-11-13,54789,Long Tail,Italian
SWE,IT,265813,2021-02-05,222075,Long Tail,American
EEMEA,UA,311930,2021-05-27,191633,Long Tail,Qcommerce
SWE,IT,300641,2021-05-01,57217,Long Tail,Food
SWE,ES,301040,2021-05-03,264882,Long Tail,Food
SWE,ES,311065,2021-05-27,38699,Long Tail,Food
SWE,IT,285376,2021-03-26,286986,Long Tail,Food
EEMEA,GE,281060,2021-03-16,206137,Big Chain,-
SWE,IT,289205,2021-04-06,288839,Long Tail,Food
SWE,ES,301032,2021-05-03,297662,Long Tail,Food
EEMEA,MA,242607,2020-11-27,125763,Long Tail,Japanese
